id,date_listed,project_id,project_name,builder,builder_tier,rera_id,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,facing,launch_year,possession_year,total_project_units,possession_status,metro_station,metro_line,metro_distance_min,to_bkc_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month
U004192,2024-03-10,UC0053,Rustomjee Meadows,Rustomjee,tier1,P51912329,Borivali West,Western,mid,19.22817,72.84063,1BHK,1,440,533,40.8,4,25,south-west,2024,2025,1200,under_construction,Dahanukarwadi,Line 2A,54,17.86,9378000,21336,112540,9.2,2024,3
U004193,2022-09-06,UC0033,Sheth Creators Pinnacle,Sheth Creators,tier2,P51796164,Dahisar,Western,affordable,19.24841,72.85095,4BHK,4,1417,1709,131.6,14,25,south-west,2025,2025,1200,under_construction,Borivali East,Line 2A,26,19.94,20238000,14286,242851,8.6,2022,9
U004194,2021-12-11,UC0194,JP Infra Avalon,JP Infra,tier2,P51968242,Juhu,Western,luxury,19.10217,72.82874,2BHK,2,476,578,44.2,2,35,east,2024,2024,100,ready_within_6m,Saki Naka,Line 1,74,5.62,29773000,62528,357277,6.7,2021,12
U004195,2023-05-24,UC0006,Kalpataru Royale,Kalpataru,tier1,P51762508,Sion,Central,premium,19.04937,72.87147,3BHK,3,1018,1238,94.5,4,15,north,2023,2028,800,ready_to_move,International Airport,Line 3,59,2.3,37786000,37128,453433,9.2,2023,5
U004196,2025-05-15,UC0224,Godrej Properties Skyline,Godrej Properties,tier1,P51977671,Virar,Far Western,affordable,19.46666,72.80531,1BHK,1,382,463,35.5,18,35,west,2022,2026,200,under_construction,Rashtriya Udyan,Line 2A,369,44.63,2887000,7566,34649,8.95,2025,5
U004197,2023-05-19,UC0151,Piramal Realty The Park,Piramal Realty,tier2,,Borivali East,Western,mid,19.22465,72.85673,1BHK,1,455,580,42.3,26,50,west,2023,2027,200,under_construction,Borivali WR,Western Rail,13,17.25,8938000,19633,107257,9.2,2023,5
U004198,2025-05-29,UC0010,Marathon Celeste,Marathon,tier2,,Kalwa,Thane,affordable,19.19983,72.98587,3BHK,3,727,931,67.5,1,15,south-east,2021,2026,200,ready_within_6m,Lower Oshiwara,Line 2A,189,18.88,6840000,9411,82084,8.95,2025,5
U004199,2024-02-24,UC0147,Mahindra Lifespaces Heights,Mahindra Lifespaces,tier1,P51792107,Ulwe,Navi Mumbai,affordable,18.97176,73.01934,3BHK,3,1207,1464,112.1,17,50,west,2022,2026,400,under_construction,Belapur TH,Trans-Harbour,67,19.13,12780000,10588,153356,9.2,2024,2
U004200,2024-11-07,UC0208,Nirmal Lifestyle Symphony,Nirmal Lifestyle,tier2,P51818632,Ghatkopar East,Central,mid,19.09439,72.92362,2BHK,2,563,678,52.3,28,35,east,2025,2025,200,ready_within_6m,Jagruti Nagar,Line 1,32,6.25,11800000,20971,141605,9.2,2024,11
U004201,2025-11-09,UC0192,Kanakia Greens,Kanakia,tier2,,Colaba,South Mumbai,luxury,18.90589,72.84207,2BHK,2,656,827,60.9,5,25,west,2024,2028,200,under_construction,Churchgate,Line 3,43,18.48,51672000,78818,620063,8.7,2025,11
U004202,2022-01-24,UC0126,Hiranandani Estate,Hiranandani,tier1,P51986981,Powai,Central,premium,19.11915,72.89114,1BHK,1,374,470,34.7,1,35,south,2022,2028,400,under_construction,Marol Naka,Line 1,18,5.9,12571000,33635,150848,7.1,2022,1
U004203,2022-10-04,UC0244,Hiranandani Skyline,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40219,72.82909,5BHK_penthouse,5,3075,3904,285.6,13,25,east,2023,2025,800,under_construction,Kurar,Line 7,296,37.19,20632000,6711,247580,8.6,2022,10
U004204,2023-02-25,UC0089,Ekta World Celeste,Ekta World,tier2,P51707624,Sanpada,Navi Mumbai,mid,19.06098,73.01307,3BHK,3,809,1001,75.1,31,35,north-east,2024,2026,800,under_construction,Vashi Harbour,Harbour,29,15.07,13555000,16760,162654,9.2,2023,2
U004205,2023-02-20,UC0173,Godrej Properties Oasis,Godrej Properties,tier1,P51844724,Powai,Central,premium,19.11356,72.92204,3BHK,3,1032,1335,95.9,3,15,north-east,2022,2027,400,under_construction,International Airport,Line 3,85,7.3,39352000,38133,472225,9.2,2023,2
U004206,2025-08-13,UC0132,Runwal Vista,Runwal,tier2,P51871857,Prabhadevi,South Mumbai,luxury,19.01655,72.83697,2BHK,2,511,628,47.4,13,25,north-east,2022,2026,400,under_construction,Vidhan Bhavan,Line 3,126,6.88,40645000,79602,487738,8.7,2025,8
U004207,2023-06-17,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,3BHK,3,865,1080,80.4,27,35,south-west,2025,2025,200,ready_within_6m,Devipada,Line 2A,192,31.01,6006000,6942,72076,9.2,2023,6
U004208,2026-02-13,UC0229,Nirmal Lifestyle Pinnacle,Nirmal Lifestyle,tier2,P51802521,Virar,Far Western,affordable,19.4623,72.79157,3BHK,3,905,1175,84.1,19,25,north,2023,2026,800,under_construction,Virar WR,Western Rail,32,44.39,6524000,7210,78292,8.7,2026,2
U004209,2023-07-22,UC0021,Mahindra Lifespaces Palazzo,Mahindra Lifespaces,tier1,,Thane West,Thane,mid,19.22113,72.9657,2BHK,2,652,826,60.6,22,35,north,2024,2025,400,under_construction,Borivali WR,Western Rail,139,19.58,12016000,18421,144190,9.2,2023,7
U004210,2023-06-21,UC0024,Runwal Greens,Runwal,tier2,P51969906,Bhandup,Central,mid,19.13946,72.93076,4BHK,4,1354,1748,125.8,8,25,west,2025,2027,400,under_construction,Chakala,Line 1,92,10.02,25154000,18581,301847,9.2,2023,6
U004211,2026-02-23,UC0187,Lodha Royale,Lodha,tier1,P51988237,Thane West,Thane,mid,19.21993,72.97336,1BHK,1,434,556,40.3,8,15,south-east,2022,2026,800,ready_within_6m,Marol Naka Metro,Line 3,192,19.9,9042000,20819,108506,8.7,2026,2
U004212,2025-09-07,UC0172,Godrej Properties Imperia,Godrej Properties,tier1,P51942896,Matunga,Central,premium,19.02326,72.8406,2BHK,2,534,694,49.7,1,25,north-east,2022,2025,400,under_construction,Dadar CR,Central Rail,8,6.05,23261000,43523,279134,8.7,2025,9
U004213,2023-08-20,UC0134,Kalpataru Vista,Kalpataru,tier1,P51966152,Lokhandwala,Western,premium,19.14872,72.80867,2BHK,2,743,938,69.0,13,25,south-west,2025,2028,200,under_construction,International Airport,Line 3,107,10.87,24489000,32968,293872,9.2,2023,8
U004214,2023-10-19,UC0211,Marathon Avalon,Marathon,tier2,P51726584,Manpada,Thane,mid,19.23506,72.98081,3BHK,3,984,1204,91.4,22,25,north-west,2025,2025,400,under_construction,Magathane,Line 2A,165,21.73,12009000,12203,144104,9.2,2023,10
U004215,2022-11-17,UC0022,Tata Housing Vista,Tata Housing,tier1,,Kandivali West,Western,mid,19.20413,72.81812,4BHK,4,1527,1862,141.9,3,35,south-west,2023,2027,100,ready_within_6m,D N Nagar,Line 1,97,15.88,30437000,19933,365249,8.6,2022,11
U004216,2025-02-05,UC0136,Mahindra Lifespaces Oasis,Mahindra Lifespaces,tier1,P51921145,Taloja,Navi Mumbai,affordable,19.06443,73.09296,4BHK,4,1267,1558,117.7,8,35,south-east,2023,2027,100,ready_to_move,Worli Metro,Line 3,356,23.44,12164000,9602,145973,8.95,2025,2
U004217,2023-07-10,UC0010,Marathon Celeste,Marathon,tier2,,Kalwa,Thane,affordable,19.19983,72.98587,5BHK_penthouse,5,2599,3253,241.5,5,50,west,2021,2026,200,under_construction,MIDC Andheri,Line 3,181,18.88,22670000,8721,272039,9.2,2023,7
U004218,2024-09-01,UC0105,Piramal Realty Plaza,Piramal Realty,tier2,P51895496,Nariman Point,South Mumbai,luxury,18.91712,72.83741,2BHK,2,749,923,69.5,29,35,south-west,2024,2028,400,ready_within_6m,CSMT CR,Central Rail,33,17.34,58443000,78075,701313,9.2,2024,9
U004219,2022-07-24,UC0237,Sunteck Garden,Sunteck,tier2,P51994730,Kanjurmarg,Central,mid,19.13722,72.92894,3BHK,3,1099,1395,102.1,1,15,west,2021,2025,1200,ready_to_move,Airport Road,Line 1,92,9.71,23479000,21365,281752,8.6,2022,7
U004220,2023-06-23,UC0001,Godrej Properties Crown,Godrej Properties,tier1,P51759660,Powai,Central,premium,19.11245,72.90906,2BHK,2,708,866,65.8,17,25,south-west,2022,2026,100,under_construction,Chakala,Line 1,57,6.26,24890000,35146,298684,9.2,2023,6
U004221,2026-03-06,UC0046,Sunteck Plaza,Sunteck,tier2,P51821104,Dadar West,Central,premium,19.01957,72.85691,1BHK,1,428,547,39.8,4,25,north-east,2023,2028,800,ready_within_6m,Saki Naka,Line 1,122,5.77,20451000,47771,245416,8.7,2026,3
U004222,2022-04-28,UC0176,Piramal Realty Meadows,Piramal Realty,tier2,P51774242,Kandivali West,Western,mid,19.2077,72.83364,5BHK_penthouse,5,3127,3863,290.5,23,35,north-east,2023,2027,200,under_construction,Rashtriya Udyan,Line 2A,29,15.78,70942000,22688,851304,7.1,2022,4
U004223,2025-05-31,UC0077,Kalpataru Imperia,Kalpataru,tier1,P51789549,Kandivali West,Western,mid,19.21033,72.83533,3BHK,3,780,988,72.5,10,15,north,2024,2027,400,under_construction,Akurli,Line 7,28,16.02,20623000,26425,247479,8.95,2025,5
U004224,2026-01-24,UC0039,Lodha Celeste,Lodha,tier1,P51722559,Santacruz East,Western,premium,19.08379,72.84124,3BHK,3,844,1089,78.4,32,35,south-east,2025,2026,200,under_construction,Sahar Road,Line 3,40,3.39,39893000,47244,478718,8.7,2026,1
U004225,2023-01-15,UC0162,DLF Crest,DLF,tier1,P51785924,Oshiwara,Western,premium,19.15437,72.85906,2BHK,2,631,794,58.7,2,15,east,2022,2026,1200,ready_to_move,Aarey,Line 7,30,9.45,22495000,35628,269942,9.2,2023,1
U004226,2024-12-19,UC0210,Sunteck Meadows,Sunteck,tier2,,Vasai,Far Western,affordable,19.40648,72.81641,2BHK,2,658,835,61.1,36,50,east,2022,2027,200,ready_to_move,Virar WR,Western Rail,72,37.84,6147000,9348,73763,9.2,2024,12
U004227,2021-03-03,UC0198,Rustomjee Vista,Rustomjee,tier1,P51832631,Andheri East,Western,mid,19.11446,72.84802,3BHK,3,977,1242,90.7,23,25,north,2025,2028,800,under_construction,Jogeshwari East,Line 7,34,5.46,29007000,29701,348090,6.7,2021,3
U004228,2024-10-28,UC0030,Sheth Creators Towers,Sheth Creators,tier2,P51942952,Nala Sopara,Far Western,affordable,19.42637,72.80605,3BHK,3,817,1045,75.9,48,50,south,2025,2027,400,ready_to_move,Dahisar East,Line 2A,249,40.19,5568000,6811,66817,9.2,2024,10
U004229,2024-11-23,UC0236,Godrej Properties Imperia,Godrej Properties,tier1,P51796632,Kanjurmarg,Central,mid,19.1327,72.93862,2BHK,2,420,513,39.0,20,25,south,2022,2026,200,under_construction,Lower Oshiwara,Line 2A,127,10.03,10156000,24189,121875,9.2,2024,11
U004230,2025-03-14,UC0240,Nirmal Lifestyle Horizon,Nirmal Lifestyle,tier2,P51965262,Sanpada,Navi Mumbai,mid,19.06785,73.01683,5BHK_penthouse,5,3061,3980,284.4,16,25,south,2025,2025,100,under_construction,Vashi Harbour,Harbour,32,15.43,53769000,17563,645232,8.95,2025,3
U004231,2024-09-19,UC0054,Sheth Creators Crest,Sheth Creators,tier2,P51866796,Sion,Central,premium,19.04615,72.84813,2BHK,2,675,870,62.7,21,25,south,2023,2024,100,ready_to_move,Acharya Atre Chowk,Line 3,54,3.51,20410000,30220,244916,9.2,2024,9
U004232,2025-07-06,UC0092,Nirmal Lifestyle Avalon,Nirmal Lifestyle,tier2,P51762398,Malad East,Western,mid,19.18887,72.85726,1BHK,1,451,586,41.9,23,35,east,2024,2026,100,ready_within_6m,Poisar,Line 7,18,13.29,9724000,21539,116688,8.7,2025,7
U004233,2021-08-04,UC0034,Hiranandani Pinnacle,Hiranandani,tier1,P51892847,Kurla West,Central,mid,19.06917,72.8866,1BHK,1,341,418,31.7,20,25,north-west,2023,2028,400,under_construction,D N Nagar,Line 1,119,1.75,9312000,27304,111747,6.7,2021,8
U004234,2022-02-10,UC0151,Piramal Realty The Park,Piramal Realty,tier2,,Borivali East,Western,mid,19.22465,72.85673,2BHK,2,528,644,49.1,1,15,east,2023,2027,200,ready_within_6m,Eksar,Line 2A,7,17.25,8153000,15442,97838,7.1,2022,2
U004235,2023-09-07,UC0079,Ajmera Crest,Ajmera,tier2,,Chembur,Central,mid,19.04423,72.91069,2BHK,2,719,922,66.8,34,35,north,2023,2026,1200,ready_to_move,Asalpha,Line 1,80,5.15,22137000,30790,265649,9.2,2023,9
U004236,2025-06-07,UC0170,Rustomjee Garden,Rustomjee,tier1,P51929455,Kharghar,Navi Mumbai,affordable,19.05477,73.07565,2BHK,2,639,818,59.4,4,35,south,2022,2025,1200,ready_to_move,Kharghar TH,Trans-Harbour,15,21.68,8383000,13122,100596,8.95,2025,6
U004237,2023-07-30,UC0230,Ajmera Estate,Ajmera,tier2,P51810247,Chembur,Central,mid,19.05468,72.91503,5BHK_penthouse,5,2136,2628,198.5,25,50,west,2023,2028,400,under_construction,Gundavali,Line 7,123,5.03,43876000,20538,526510,9.2,2023,7
U004238,2025-12-09,UC0016,Hiranandani Greens,Hiranandani,tier1,P51936044,Borivali East,Western,mid,19.23512,72.84785,1BHK,1,515,647,47.8,33,35,east,2023,2027,200,under_construction,Anand Nagar,Line 2A,19,18.51,11199000,21746,134388,8.7,2025,12
U004239,2025-04-25,UC0112,Piramal Realty Garden,Piramal Realty,tier2,,Andheri West,Western,premium,19.14634,72.82158,3BHK,3,993,1251,92.3,17,25,south-west,2025,2027,1200,under_construction,D N Nagar,Line 1,16,9.9,43076000,43360,516908,8.95,2025,4
U004240,2025-01-27,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,4BHK,4,1143,1456,106.2,7,15,south-west,2025,2025,200,under_construction,Chakala,Line 1,318,31.01,7092000,6205,85105,8.95,2025,1
U004241,2021-08-12,UC0170,Rustomjee Garden,Rustomjee,tier1,P51929455,Kharghar,Navi Mumbai,affordable,19.05477,73.07565,3BHK,3,921,1163,85.5,13,25,south-east,2022,2025,1200,under_construction,Kharghar TH,Trans-Harbour,14,21.68,11889000,12911,142664,6.7,2021,8
U004242,2021-11-24,UC0072,Ajmera The Park,Ajmera,tier2,P51737017,Sion,Central,premium,19.03613,72.85356,2BHK,2,503,623,46.7,23,25,east,2024,2025,100,ready_to_move,Shitaladevi,Line 3,20,4.14,16939000,33675,203268,6.7,2021,11
U004243,2025-08-12,UC0005,Ekta World Plaza,Ekta World,tier2,P51892275,Matunga,Central,premium,19.03399,72.86933,3BHK,3,859,1070,79.8,2,50,north,2023,2025,100,under_construction,Hutatma Chowk,Line 3,146,4.0,35009000,40753,420105,8.7,2025,8
U004244,2025-02-02,UC0094,Mahindra Lifespaces Symphony,Mahindra Lifespaces,tier1,P51909138,Parel,South Mumbai,premium,18.99482,72.82494,2BHK,2,658,831,61.1,14,25,south-west,2024,2028,100,under_construction,Mumbai Central WR,Western Rail,35,9.61,35497000,53985,425966,8.95,2025,2
U004245,2021-08-26,UC0193,DLF Horizon,DLF,tier1,P51923833,Kurla West,Central,mid,19.06495,72.85713,2BHK,2,774,975,71.9,9,35,south-east,2024,2028,200,under_construction,Bandra WR,Western Rail,31,1.46,19155000,24750,229863,6.7,2021,8
U004246,2021-06-19,UC0143,Kalpataru Estate,Kalpataru,tier1,P51974538,Ghansoli,Navi Mumbai,mid,19.12296,73.00562,2BHK,2,447,539,41.5,3,15,north-east,2023,2027,400,under_construction,Airport Road,Line 1,172,15.42,6560000,14682,78718,6.7,2021,6
U004247,2024-06-27,UC0066,JP Infra Oasis,JP Infra,tier2,P51852015,Sewri,South Mumbai,premium,19.00052,72.85291,3BHK,3,976,1192,90.7,22,25,north,2021,2027,400,under_construction,Kalbadevi,Line 3,75,7.93,32963000,33776,395562,9.2,2024,6
U004248,2021-02-06,UC0214,Godrej Properties The Park,Godrej Properties,tier1,P51792723,Dombivli,Thane,affordable,19.22681,73.08124,2BHK,2,698,850,64.9,19,35,north,2024,2025,100,under_construction,Dahisar East,Line 2A,287,28.22,5986000,8573,71832,6.7,2021,2
U004249,2023-10-03,UC0218,Tata Housing Towers,Tata Housing,tier1,,Bhayandar,Western,affordable,19.30033,72.85022,3BHK,3,1098,1346,102.1,11,25,south,2025,2028,100,under_construction,Goregaon East,Line 7,187,25.7,13967000,12715,167608,9.2,2023,10
U004250,2021-05-22,UC0078,Oberoi Realty Celeste,Oberoi Realty,tier1,P51953901,Ghansoli,Navi Mumbai,mid,19.12011,73.00999,3BHK,3,1165,1408,108.3,24,25,north-west,2023,2027,1200,under_construction,Sahar Road,Line 3,180,15.73,15383000,13201,184601,6.7,2021,5
U004251,2025-06-07,UC0084,Godrej Properties Park Avenue,Godrej Properties,tier1,P51961788,Mira Road,Western,affordable,19.28659,72.83779,4BHK,4,1572,2029,146.1,3,25,north-west,2023,2026,800,under_construction,Dahisar East,Line 2A,57,24.32,22013000,13999,264157,8.95,2025,6
U004252,2026-01-27,UC0152,Ajmera Imperia,Ajmera,tier2,P51924059,Bandra East,Western,premium,19.06686,72.83125,2BHK,2,694,895,64.4,3,35,south-west,2024,2027,400,under_construction,Bandra WR,Western Rail,27,4.09,35972000,51854,431667,8.7,2026,1
U004253,2022-04-16,UC0007,Tata Housing Pinnacle,Tata Housing,tier1,P51794917,Breach Candy,South Mumbai,luxury,18.96675,72.80474,1BHK,1,406,499,37.7,12,35,north,2023,2024,400,under_construction,Hutatma Chowk,Line 3,64,13.37,44652000,110102,535828,7.1,2022,4
U004254,2021-04-19,UC0210,Sunteck Meadows,Sunteck,tier2,,Vasai,Far Western,affordable,19.40648,72.81641,4BHK,4,1381,1730,128.3,7,15,south,2022,2027,200,ready_within_6m,Virar WR,Western Rail,69,37.84,7422000,5375,89069,6.7,2021,4
U004255,2021-08-05,UC0088,Marathon Residences,Marathon,tier2,,Kharghar,Navi Mumbai,affordable,19.05478,73.06598,5BHK_penthouse,5,2709,3390,251.6,20,35,south-east,2024,2027,800,under_construction,Kharghar TH,Trans-Harbour,16,20.67,28763000,10619,345157,6.7,2021,8
U004256,2025-03-31,UC0226,Runwal Crest,Runwal,tier2,,Kandivali West,Western,mid,19.2107,72.83609,1BHK,1,410,527,38.1,11,50,north,2021,2027,1200,under_construction,Poisar,Line 7,31,16.05,9613000,23450,115352,8.95,2025,3
U004257,2024-09-05,UC0228,Ajmera Greens,Ajmera,tier2,P51762215,Mazgaon,South Mumbai,premium,18.96223,72.84363,4BHK,4,1247,1617,115.8,26,35,north-east,2022,2027,400,ready_within_6m,Hutatma Chowk,Line 3,48,12.3,56266000,45124,675188,9.2,2024,9
U004258,2021-03-10,UC0167,Dosti Realty Palazzo,Dosti Realty,tier2,P51809693,Vile Parle East,Western,premium,19.10007,72.86003,2BHK,2,700,871,65.0,17,25,north,2024,2027,1200,ready_to_move,Saki Naka,Line 1,37,3.5,20555000,29378,246659,6.7,2021,3
U004259,2023-09-24,UC0231,Mahindra Lifespaces Garden,Mahindra Lifespaces,tier1,P51760480,Seawoods,Navi Mumbai,mid,19.02245,73.02256,4BHK,4,1570,1975,145.9,15,25,north-west,2025,2026,400,under_construction,Vashi Harbour,Harbour,80,16.88,32932000,20972,395190,9.2,2023,9
U004260,2021-06-07,UC0109,JP Infra Meadows,JP Infra,tier2,P51944823,Breach Candy,South Mumbai,luxury,18.97718,72.81963,3BHK,3,979,1207,90.9,29,35,south,2024,2027,200,under_construction,Mumbai Central Metro,Line 3,7,11.6,71382000,72942,856580,6.7,2021,6
U004261,2021-11-29,UC0091,Lodha Greens,Lodha,tier1,P51920672,Vile Parle East,Western,premium,19.097,72.86003,2BHK,2,798,958,74.1,1,25,south,2023,2026,100,under_construction,Western Express Highway,Line 1,30,3.18,23335000,29241,280022,6.7,2021,11
U004262,2021-05-06,UC0162,DLF Crest,DLF,tier1,P51785924,Oshiwara,Western,premium,19.15437,72.85906,3BHK,3,921,1154,85.5,19,50,north,2022,2026,1200,under_construction,Dindoshi,Line 7,23,9.45,32146000,34914,385750,6.7,2021,5
U004263,2022-05-09,UC0152,Ajmera Imperia,Ajmera,tier2,P51924059,Bandra East,Western,premium,19.06686,72.83125,2BHK,2,670,838,62.3,9,35,north-west,2024,2027,400,ready_within_6m,Vidyanagari,Line 3,41,4.09,28865000,43055,346376,7.1,2022,5
U004264,2021-03-08,UC0189,Nirmal Lifestyle Imperia,Nirmal Lifestyle,tier2,,Virar,Far Western,affordable,19.456,72.80664,1BHK,1,544,674,50.5,7,50,north-east,2022,2028,400,under_construction,Virar WR,Western Rail,7,43.43,3373000,6201,40470,6.7,2021,3
U004265,2025-05-17,UC0140,Lodha Palazzo,Lodha,tier1,,Ghodbunder Road,Thane,mid,19.23949,72.95156,1BHK,1,431,528,40.1,13,25,south-west,2025,2027,200,under_construction,Magathane,Line 2A,133,20.7,6898000,15989,82778,8.95,2025,5
U004266,2022-10-04,UC0048,Nirmal Lifestyle Vista,Nirmal Lifestyle,tier2,P51930939,Kurla East,Central,mid,19.071,72.9008,3BHK,3,802,967,74.5,11,25,north,2021,2028,1200,ready_within_6m,Ghatkopar,Line 1,24,3.24,16472000,20539,197663,8.6,2022,10
U004267,2021-09-08,UC0036,Tata Housing Residences,Tata Housing,tier1,P51912687,Andheri East,Western,mid,19.13229,72.82557,1BHK,1,431,555,40.1,12,25,east,2021,2026,200,ready_within_6m,D N Nagar,Line 1,5,8.35,12871000,29850,154454,6.7,2021,9
U004268,2021-07-19,UC0207,Ekta World Palazzo,Ekta World,tier2,P51843343,Manpada,Thane,mid,19.23423,72.97392,3BHK,3,940,1205,87.3,11,25,east,2022,2026,400,ready_within_6m,D N Nagar,Line 1,240,21.27,10369000,11036,124422,6.7,2021,7
U004269,2023-06-14,UC0211,Marathon Avalon,Marathon,tier2,P51726584,Manpada,Thane,mid,19.23506,72.98081,3BHK,3,890,1085,82.7,11,15,north-east,2025,2025,400,under_construction,Airport Road,Line 1,231,21.73,11405000,12814,136860,9.2,2023,6
U004270,2026-02-01,UC0249,Kanakia Oasis,Kanakia,tier2,,Virar,Far Western,affordable,19.46822,72.80198,2BHK,2,527,653,49.0,34,35,east,2024,2024,800,ready_to_move,Akurli,Line 7,356,44.85,3954000,7496,47449,8.7,2026,2
U004271,2024-06-27,UC0060,Kanakia The Park,Kanakia,tier2,,Prabhadevi,South Mumbai,luxury,19.013,72.82359,3BHK,3,837,1052,77.8,19,35,east,2024,2027,100,under_construction,Acharya Atre Chowk,Line 3,8,8.0,50631000,60471,607576,9.2,2024,6
U004272,2021-03-21,UC0211,Marathon Avalon,Marathon,tier2,P51726584,Manpada,Thane,mid,19.23506,72.98081,3BHK,3,960,1232,89.1,11,15,north,2025,2025,400,ready_to_move,Vidyanagari,Line 3,259,21.73,10702000,11152,128420,6.7,2021,3
U004273,2025-03-20,UC0058,Runwal The Park,Runwal,tier2,P51915415,Taloja,Navi Mumbai,affordable,19.0736,73.11334,2BHK,2,676,830,62.8,29,35,south-west,2023,2025,200,ready_within_6m,Nerul Harbour,Harbour,131,25.58,6289000,9306,75468,8.95,2025,3
U004274,2026-04-02,UC0055,Piramal Realty Pinnacle,Piramal Realty,tier2,P51724394,Ambernath,Thane,affordable,19.18623,73.19463,2BHK,2,674,838,62.6,15,35,west,2023,2026,200,under_construction,Vashi Harbour,Harbour,293,36.47,4771000,7082,57247,8.7,2026,4
U004275,2022-09-19,UC0071,Marathon Estate,Marathon,tier2,P51997451,Matunga,Central,premium,19.02155,72.83307,4BHK,4,1334,1622,124.0,24,25,south,2023,2025,100,ready_to_move,Siddhivinayak,Line 3,11,6.64,50649000,37955,607783,8.6,2022,9
U004276,2022-05-15,UC0075,Hiranandani The Park,Hiranandani,tier1,,Vasai,Far Western,affordable,19.40577,72.82886,1BHK,1,462,597,42.9,46,50,south-west,2024,2028,100,under_construction,Borivali WR,Western Rail,237,37.58,3308000,7156,39692,7.1,2022,5
U004277,2022-05-25,UC0236,Godrej Properties Imperia,Godrej Properties,tier1,P51796632,Kanjurmarg,Central,mid,19.1327,72.93862,2BHK,2,587,754,54.5,13,50,south,2022,2026,200,ready_to_move,Dahisar East,Line 2A,187,10.03,13019000,22196,156232,7.1,2022,5
U004278,2026-03-24,UC0071,Marathon Estate,Marathon,tier2,P51997451,Matunga,Central,premium,19.02155,72.83307,1BHK,1,353,442,32.8,12,25,south-east,2023,2025,100,under_construction,Siddhivinayak,Line 3,16,6.64,13383000,37921,160594,8.7,2026,3
U004279,2025-02-03,UC0174,Wadhwa Meadows,Wadhwa,tier2,P51821504,Nala Sopara,Far Western,affordable,19.41793,72.84407,2BHK,2,758,920,70.4,2,35,north-west,2025,2024,800,under_construction,Marol Naka Metro,Line 3,418,38.78,4446000,5865,53356,8.95,2025,2
U004280,2022-07-20,UC0133,Nirmal Lifestyle Grandeur,Nirmal Lifestyle,tier2,P51818028,Mahalaxmi,South Mumbai,luxury,18.99385,72.84555,2BHK,2,737,922,68.5,24,35,south-east,2022,2027,100,ready_to_move,Wadala Harbour,Harbour,39,8.85,49565000,67247,594779,8.6,2022,7
U004281,2025-11-05,UC0110,Nirmal Lifestyle Park Avenue,Nirmal Lifestyle,tier2,P51912265,Malad West,Western,mid,19.18688,72.85727,2BHK,2,645,787,59.9,18,25,south,2025,2025,800,ready_to_move,Poisar,Line 7,17,13.07,15342000,23799,184100,8.7,2025,11
U004282,2023-09-02,UC0224,Godrej Properties Skyline,Godrej Properties,tier1,P51977671,Virar,Far Western,affordable,19.46666,72.80531,5BHK_penthouse,5,2973,3613,276.2,24,35,south-west,2022,2026,200,under_construction,Virar WR,Western Rail,18,44.63,20433000,6874,245194,9.2,2023,9
U004283,2021-11-01,UC0073,Lodha Estate,Lodha,tier1,P51854658,Mulund East,Central,mid,19.16415,72.95587,3BHK,3,847,1033,78.7,7,25,south-west,2024,2027,400,under_construction,Ghatkopar CR,Central Rail,126,13.82,14373000,16971,172478,6.7,2021,11
U004284,2021-01-05,UC0146,JP Infra Crown,JP Infra,tier2,P51722748,Byculla,South Mumbai,premium,18.97814,72.83912,2BHK,2,620,774,57.6,17,25,south,2024,2027,400,under_construction,Grant Road Metro,Line 3,40,10.72,21120000,34051,253445,6.7,2021,1
U004285,2021-09-20,UC0191,Rustomjee Towers,Rustomjee,tier1,P51769030,Sewri,South Mumbai,premium,19.0008,72.85378,3BHK,3,901,1086,83.7,12,15,south-west,2024,2026,800,ready_to_move,Mumbai Central WR,Western Rail,58,7.88,28615000,31757,343382,6.7,2021,9
U004286,2021-05-29,UC0061,Kanakia Towers,Kanakia,tier2,P51984771,Naigaon,Far Western,affordable,19.34844,72.85282,3BHK,3,915,1149,85.0,6,25,north-east,2025,2025,200,under_construction,Dahisar East,Line 2A,134,31.01,5714000,6246,68567,6.7,2021,5
U004287,2024-10-08,UC0054,Sheth Creators Crest,Sheth Creators,tier2,P51866796,Sion,Central,premium,19.04615,72.84813,3BHK,3,1037,1245,96.4,39,50,north-west,2023,2024,100,under_construction,Shitaladevi,Line 3,31,3.51,30647000,29550,367764,9.2,2024,10
U004288,2025-09-03,UC0192,Kanakia Greens,Kanakia,tier2,,Colaba,South Mumbai,luxury,18.90589,72.84207,5BHK_penthouse,5,1959,2417,182.0,21,25,south,2024,2028,200,ready_within_6m,Cuffe Parade,Line 3,31,18.48,173847000,88734,2086163,8.7,2025,9
