id,date_listed,locality,region,tier,lat,lon,property_type,bedrooms,carpet_area_sqft,built_up_area_sqft,carpet_area_m2,floor,total_floors,year_built,facing,furnishing,parking,balconies,is_sra_redevelopment,builder,builder_tier,metro_station,metro_line,metro_distance_min,metro_distance_type,to_bkc_km,to_nariman_point_km,price_inr,price_per_sqft_carpet_inr,price_usd,home_loan_rate_at_listing,listing_year,listing_month,property_age,calculated_price_per_sqft,luxury_score,connectivity_score,investment_score,investment_category
S031487,2026-03-05,Oshiwara,Western,premium,19.13881,72.84528,2BHK,2,595,714,55.3,4,7,2015,south,semi_furnished,1_covered,1,False,Local Builder,local,Devipada,Line 2A,33,auto/bus,8.08,23.72,14919000,25067,179023,8.7,2026,3,11,25073.949579831933,0,67,31.880428621221263,Medium
S031488,2023-02-20,Badlapur,Thane,affordable,19.17498,73.24278,1BHK,1,370,450,34.4,34,45,2020,east,semi_furnished,1_covered,1,False,Sheth Creators,tier2,Cuffe Parade,Line 3,208,auto/bus,40.87,52.0,1583000,4276,18998,9.2,2023,2,6,4278.378378378378,0,0,1.4869119393556538,Low
S031489,2026-04-05,Andheri East,Western,mid,19.13263,72.83147,1BHK,1,334,413,31.0,25,45,2018,north-east,fully_furnished,open,2,False,Ajmera,tier2,Andheri WR,Western Rail,2,walk,8.05,22.93,11280000,33752,135360,8.7,2026,4,8,33772.45508982036,2,98,46.639052482269506,Medium
S031490,2025-07-24,Belapur,Navi Mumbai,mid,19.01368,73.06236,2BHK,2,802,1010,74.5,12,12,2017,south-west,fully_furnished,open,1,False,Local Builder,local,Belapur TH,Trans-Harbour,2,walk,21.17,26.9,9668000,12056,116014,8.7,2025,7,9,12054.862842892768,2,98,42.3146340091022,Medium
S031491,2025-09-22,Kalwa,Thane,affordable,19.2004,73.0099,3BHK,3,1084,1399,100.7,9,20,2015,north-east,fully_furnished,open,3,False,Dosti Realty,tier2,Thane CR,Central Rail,10,auto/bus,20.65,36.2,8691000,8016,104290,8.7,2025,9,11,8017.527675276753,4,90,38.9182615579335,Medium
S031492,2024-07-31,Prabhadevi,South Mumbai,luxury,19.01308,72.82127,3BHK,3,1162,1436,108.0,9,12,2006,west,fully_furnished,1_covered,1,False,Local Builder,local,Siddhivinayak,Line 3,2,walk,8.14,9.63,61119000,52583,733423,9.2,2024,7,20,52598.10671256454,7,98,51.83296152423961,High
S031493,2022-09-21,Ghansoli,Navi Mumbai,mid,19.13014,72.98507,1BHK,1,349,435,32.4,12,12,2018,north-west,unfurnished,none,1,True,Local Builder,local,MIDC Andheri,Line 3,61,auto/bus,13.82,28.29,1973000,5651,23677,8.6,2022,9,8,5653.295128939828,0,39,17.2370423720223,Low
S031494,2023-01-04,Byculla,South Mumbai,premium,18.97909,72.82426,1BHK,1,484,592,45.0,5,12,2019,west,unfurnished,open,1,False,Mahindra Lifespaces,tier1,Worli Metro,Line 3,22,auto/bus,11.19,5.85,14270000,29484,171242,9.2,2023,1,7,29483.471074380166,0,78,37.16687708479328,Medium
S031495,2025-08-05,Andheri West,Western,premium,19.14593,72.84147,3BHK,3,1030,1273,95.7,7,12,1994,south-west,unfurnished,open,2,False,Runwal,tier2,Azad Nagar,Line 1,11,walk,8.96,24.47,27825000,27025,333899,8.7,2025,8,32,27014.563106796115,2,89,41.640938903863436,Medium
S031496,2025-04-24,Thane East,Thane,affordable,19.19837,72.99753,1BHK,1,497,615,46.1,10,45,2006,north-west,unfurnished,1_covered,3,False,Marathon,tier2,Thane CR,Central Rail,4,walk,19.58,35.32,4381000,8822,52566,8.95,2025,4,20,8814.889336016096,0,96,40.39265838849578,Medium
S031497,2025-08-01,Sanpada,Navi Mumbai,mid,19.05329,73.00886,1BHK,1,389,475,36.2,4,20,2021,east,fully_furnished,1_covered,3,True,Kalpataru,tier1,BKC Metro,Line 3,62,auto/bus,14.71,24.04,3959000,10166,47509,8.7,2025,8,5,10177.377892030849,2,38,18.085789037635767,Low
S031498,2020-04-19,Bhayandar,Western,affordable,19.28519,72.84004,2BHK,2,557,696,51.8,17,30,2020,north,unfurnished,1_covered,2,False,Local Builder,local,Rashtriya Udyan,Line 2A,51,auto/bus,24.13,39.92,3407000,6115,40890,6.7,2020,4,6,6116.696588868941,0,49,21.116513354857645,Medium
S031499,2023-05-23,Dadar East,Central,premium,19.01927,72.83678,5BHK_penthouse,5,2469,3147,229.4,29,45,2018,south-east,semi_furnished,1_covered,3,False,Local Builder,local,Dadar Metro,Line 3,12,walk,6.63,10.41,66192000,26811,794309,9.2,2023,5,8,26809.234507897934,2,88,41.17730756586899,Medium
S031500,2025-04-28,Dadar West,Central,premium,19.02733,72.85885,5BHK_penthouse,5,1649,2027,153.2,18,45,2015,south,semi_furnished,2_covered,1,False,Local Builder,local,Dadar CR,Central Rail,4,walk,4.89,11.81,62650000,37996,751799,8.95,2025,4,11,37992.722862340815,2,96,46.615161691939356,Medium
S031501,2023-01-11,Byculla,South Mumbai,premium,18.97405,72.83067,1BHK,1,412,516,38.3,10,12,2016,south,unfurnished,none,1,False,Sunteck,tier2,Mumbai Central Metro,Line 3,21,walk,11.44,5.34,12796000,31072,153558,9.2,2023,1,10,31058.252427184467,0,79,37.89254942169428,Medium
S031502,2020-01-20,Colaba,South Mumbai,luxury,18.90773,72.81864,2BHK,2,693,895,64.4,13,20,2022,south-west,unfurnished,2_covered,2,False,Runwal,tier2,Churchgate,Line 3,17,auto/bus,18.83,2.15,27220000,39285,326635,7.85,2020,1,4,39278.49927849928,3,83,41.99373769287289,Medium
S031503,2020-02-03,Lokhandwala,Western,premium,19.13091,72.82171,3BHK,3,1138,1425,105.7,19,20,2011,south-east,unfurnished,open,2,False,Hiranandani,tier1,Azad Nagar,Line 1,6,walk,8.46,22.73,27002000,23736,324022,7.85,2020,2,15,23727.592267135326,2,94,42.98423429375602,Medium
S031504,2020-08-10,Pedder Road,South Mumbai,luxury,18.97938,72.80856,4BHK,4,1488,1848,138.3,4,7,2008,south-east,unfurnished,1_covered,1,False,Ekta World,tier2,Girgaon,Line 3,14,auto/bus,11.97,6.09,76936000,51694,923237,6.7,2020,8,18,51704.30107526882,5,86,46.251797816366846,Medium
S031505,2021-04-07,Taloja,Navi Mumbai,affordable,19.06429,73.11017,3BHK,3,944,1183,87.7,15,20,2008,west,semi_furnished,1_covered,0,False,Local Builder,local,Mumbai Central WR,Western Rail,135,auto/bus,25.25,33.79,3744000,3967,44929,6.7,2021,4,18,3966.101694915254,2,0,1.6604940170940172,Low
S031506,2021-06-05,Lokhandwala,Western,premium,19.13553,72.84636,2BHK,2,634,799,58.9,7,12,2018,east,unfurnished,open,1,False,DLF,tier1,Azad Nagar,Line 1,7,walk,7.7,23.37,17091000,26960,205098,6.7,2021,6,8,26957.413249211357,0,93,42.65051032707274,Medium
S031507,2021-08-19,Mira Road,Western,affordable,19.30165,72.86337,2BHK,2,889,1154,82.6,2,12,2014,north,semi_furnished,none,1,False,Sheth Creators,tier2,Marol Naka,Line 1,89,auto/bus,25.77,41.92,8260000,9291,99117,6.7,2021,8,12,9291.338582677165,0,11,6.379265375302664,Low
S031508,2023-02-01,Vikhroli,Central,mid,19.11651,72.93938,2BHK,2,770,993,71.6,14,20,2022,south-east,unfurnished,1_covered,1,False,Local Builder,local,Mahalaxmi Metro,Line 3,78,auto/bus,8.94,24.38,10135000,13159,121616,9.2,2023,2,4,13162.337662337663,0,22,11.530467982239765,Low
S031509,2024-08-07,Seawoods,Navi Mumbai,mid,19.02085,73.02667,3BHK,3,1176,1439,109.3,38,45,1999,south-east,unfurnished,2_covered,1,False,Runwal,tier2,Nerul Harbour,Harbour,19,walk,17.35,23.78,17191000,14618,206298,9.2,2024,8,27,14618.197278911564,2,81,35.98176997266011,Medium
S031510,2020-12-01,Walkeshwar,South Mumbai,luxury,18.94933,72.80641,1BHK,1,410,500,38.1,17,45,2012,north-west,unfurnished,1_covered,3,False,Local Builder,local,Rashtriya Udyan,Line 2A,116,auto/bus,14.99,3.12,20737000,50602,248839,6.7,2020,12,14,50578.04878048781,3,0,11.068622983073734,Low
S031511,2022-11-15,Andheri East,Western,mid,19.10543,72.85468,1BHK,1,379,455,35.2,6,12,2016,east,semi_furnished,1_covered,2,False,Ekta World,tier2,Andheri WR,Western Rail,2,walk,4.26,20.16,10096000,26654,121157,8.6,2022,11,10,26638.522427440632,0,98,44.62984912836767,Medium
S031512,2024-01-25,Malad East,Western,mid,19.18959,72.87341,3BHK,3,1003,1303,93.2,17,20,2018,south-west,unfurnished,none,3,True,Local Builder,local,Akurli,Line 7,14,auto/bus,13.3,29.72,8707000,8681,104478,9.2,2024,1,8,8680.957128614158,2,86,36.851050120592625,Medium
S031513,2025-01-03,Taloja,Navi Mumbai,affordable,19.06909,73.10806,1BHK,1,439,551,40.8,15,20,2016,east,unfurnished,1_covered,1,False,Sheth Creators,tier2,Nerul Harbour,Harbour,46,auto/bus,25.02,33.84,2391000,5443,28688,8.95,2025,1,10,5446.469248291572,0,54,23.106835048097032,Medium
S031514,2025-09-25,Vile Parle East,Western,premium,19.104,72.86275,3BHK,3,920,1129,85.5,11,12,2006,north,semi_furnished,open,1,False,Local Builder,local,Vidyanagari,Line 3,16,auto/bus,3.86,20.16,31846000,34617,382148,8.7,2025,9,20,34615.217391304344,2,84,41.1548011178798,Medium
S031515,2023-09-14,Bandra East,Western,premium,19.06987,72.83044,5BHK_penthouse,5,2315,2822,215.1,10,12,2024,north,unfurnished,1_covered,0,False,Kanakia,tier2,Bandra WR,Western Rail,10,walk,4.16,15.96,103137000,44552,1237641,9.2,2023,9,2,44551.619870410366,2,90,45.5200958414536,Medium
S031516,2026-02-12,Kopar Khairane,Navi Mumbai,mid,19.09719,72.99079,4BHK,4,1518,1841,141.0,20,20,2005,north-west,unfurnished,1_covered,1,False,Kanakia,tier2,CSMT Harbour,Harbour,112,auto/bus,13.05,25.86,13734000,9048,164812,8.7,2026,2,21,9047.430830039526,2,0,2.4824119994175042,Low
S031517,2023-10-06,Ghatkopar West,Central,mid,19.07633,72.88835,2BHK,2,782,999,72.6,6,12,2015,north-east,unfurnished,2_covered,1,False,Local Builder,local,Ghatkopar,Line 1,2,walk,2.05,17.99,15522000,19861,186268,9.2,2023,10,11,19849.10485933504,0,98,43.23662468754027,Medium
S031518,2021-05-07,Kandivali East,Western,mid,19.21934,72.8664,3BHK,3,740,924,68.8,17,20,1999,north-east,unfurnished,none,0,False,Tata Housing,tier1,Akurli,Line 7,4,walk,16.61,32.87,9476000,12797,113713,6.7,2021,5,27,12805.405405405405,2,96,41.66492975939216,Medium
S031519,2022-09-29,Sion,Central,premium,19.05022,72.85814,1BHK,1,354,450,32.9,3,7,2020,south-east,unfurnished,open,1,False,Mahindra Lifespaces,tier1,Virar WR,Western Rail,192,auto/bus,2.53,14.23,8604000,24299,103247,8.6,2022,9,6,24305.084745762713,0,0,4.976025011622501,Low
S031520,2025-04-09,Dadar East,Central,premium,19.02253,72.85354,2BHK,2,773,965,71.8,2,12,2013,west,semi_furnished,1_covered,3,False,Runwal,tier2,Dadar CR,Central Rail,14,walk,5.56,11.13,21654000,28010,259849,8.95,2025,4,13,28012.93661060802,0,86,40.04818084418583,Medium
S031521,2023-01-12,Mulund East,Central,mid,19.17532,72.93609,2BHK,2,511,620,47.5,24,30,2014,south-west,unfurnished,1_covered,3,False,JP Infra,tier2,SEEPZ,Line 3,49,auto/bus,13.61,30.08,6809000,13327,81711,9.2,2023,1,12,13324.853228962818,0,51,23.212264444118084,Medium
S031522,2022-02-28,Kandivali East,Western,mid,19.19727,72.86362,3BHK,3,1151,1463,107.0,15,20,1990,west,fully_furnished,1_covered,2,True,Local Builder,local,Ovaripada,Line 7,12,auto/bus,14.17,30.4,7928000,6885,95132,7.1,2022,2,36,6887.923544743701,4,88,37.903135216952585,Medium
S031523,2025-09-07,Kalyan,Thane,affordable,19.24557,73.10529,2BHK,2,717,911,66.7,6,30,2018,north,semi_furnished,1_covered,1,False,Wadhwa,tier2,Kalyan CR,Central Rail,4,walk,31.49,46.2,4866000,6782,58393,8.7,2025,9,8,6786.610878661088,0,96,39.96190760378135,Medium
S031524,2026-04-23,Nala Sopara,Far Western,affordable,19.42316,72.80292,1BHK,1,349,432,32.4,7,7,2002,east,unfurnished,1_covered,2,False,Sunteck,tier2,Borivali East,Line 2A,88,auto/bus,39.9,55.27,1408000,4036,16897,8.7,2026,4,24,4034.3839541547277,0,12,6.317427272727273,Low
S031525,2022-10-08,Versova,Western,premium,19.14528,72.81532,2BHK,2,517,660,48.1,1,30,2016,south,semi_furnished,open,2,False,Marathon,tier2,D N Nagar,Line 1,18,walk,10.15,24.34,12351000,23871,148206,8.6,2022,10,10,23889.748549323016,0,82,37.655165104040165,Medium
S031526,2023-03-15,Bhandup,Central,mid,19.14226,72.93849,1BHK,1,400,492,37.1,4,20,2018,east,semi_furnished,open,1,False,Piramal Realty,tier2,Marol Naka Metro,Line 3,34,auto/bus,10.79,26.85,5576000,13949,66915,9.2,2023,3,8,13940.0,0,66,29.369140028694407,Medium
S031527,2020-08-01,Malad East,Western,mid,19.18227,72.84666,3BHK,3,954,1183,88.6,3,7,2019,west,semi_furnished,1_covered,1,False,Lodha,tier1,Poisar,Line 7,16,walk,12.72,28.54,10419000,10919,125026,6.7,2020,8,7,10921.383647798742,2,84,36.47977850081582,Medium
S031528,2025-02-14,Bandra East,Western,premium,19.04586,72.84605,2BHK,2,532,684,49.5,4,7,2022,east,semi_furnished,1_covered,1,False,Local Builder,local,Versova,Line 1,40,auto/bus,3.68,13.48,21025000,39488,252303,8.95,2025,2,4,39520.67669172932,0,60,31.945162425683712,Medium
S031529,2020-05-29,Nariman Point,South Mumbai,luxury,18.9317,72.80302,2BHK,2,727,874,67.6,6,12,2018,south-east,unfurnished,1_covered,0,False,Runwal,tier2,Churchgate,Line 3,10,walk,16.91,2.25,30538000,41979,366456,6.7,2020,5,8,42005.50206327373,3,90,45.32854608684262,Medium
S031530,2025-06-15,Marine Drive,South Mumbai,luxury,18.95855,72.80366,4BHK,4,1572,1929,146.0,24,45,2008,south-west,unfurnished,1_covered,2,False,Local Builder,local,CSMT Metro,Line 3,19,walk,14.22,4.14,87501000,55664,1050007,8.95,2025,6,18,55662.21374045801,5,81,45.04422844081782,Medium
S031531,2020-08-14,Mulund West,Central,mid,19.17372,72.94169,1BHK,1,455,586,42.3,1,7,2023,north,unfurnished,none,1,False,DLF,tier1,Airport Road,Line 1,51,auto/bus,13.77,30.16,6050000,13284,72596,6.7,2020,8,3,13296.703296703297,0,49,22.422089256198348,Medium
S031532,2020-05-22,Kalyan,Thane,affordable,19.22927,73.13819,2BHK,2,627,808,58.3,5,12,2016,north-east,semi_furnished,open,1,False,Local Builder,local,Kalyan CR,Central Rail,3,walk,33.28,47.18,2705000,4312,32465,6.7,2020,5,10,4314.194577352472,0,97,40.032085767097975,Medium
S031533,2023-06-17,Vikhroli,Central,mid,19.11449,72.93126,4BHK,4,1706,2079,158.5,29,30,2015,east,unfurnished,1_covered,2,False,Local Builder,local,Dharavi,Line 3,49,auto/bus,8.12,23.77,29586000,17339,355030,9.2,2023,6,11,17342.32121922626,2,51,24.501599770161565,Medium
S031534,2021-10-28,Cuffe Parade,South Mumbai,luxury,18.91342,72.84401,3BHK,3,1039,1348,96.5,18,20,2014,east,semi_furnished,open,1,False,Local Builder,local,Cuffe Parade,Line 3,3,walk,17.62,2.58,70778000,68146,849340,6.7,2021,10,12,68121.27045235803,5,97,53.94332868405438,High
S031535,2023-11-08,Virar,Far Western,affordable,19.45816,72.81332,2BHK,2,589,733,54.7,12,20,2018,north-west,fully_furnished,2_covered,1,False,Sunteck,tier2,Virar WR,Western Rail,2,walk,43.57,59.13,2970000,5044,35643,9.2,2023,11,8,5042.444821731749,2,98,41.145500336700344,Medium
S031536,2023-03-01,Pedder Road,South Mumbai,luxury,18.97779,72.81615,4BHK,4,1179,1496,109.6,9,20,2005,south-west,semi_furnished,2_covered,1,False,Local Builder,local,CSMT Metro,Line 3,22,auto/bus,11.71,5.76,57290000,48572,687480,9.2,2023,3,21,48592.02714164546,5,78,42.43185505323791,Medium
S031537,2024-04-17,Pedder Road,South Mumbai,luxury,18.97945,72.82995,3BHK,3,732,949,68.0,9,12,2018,south-west,unfurnished,open,1,False,Ekta World,tier2,Mumbai Central WR,Western Rail,17,walk,10.91,5.92,59348000,81029,712178,9.2,2024,4,8,81076.50273224043,5,83,50.92264976747321,High
S031538,2025-09-03,Pedder Road,South Mumbai,luxury,18.97516,72.8062,3BHK,3,947,1141,87.9,8,20,2014,south,unfurnished,2_covered,1,False,Ajmera,tier2,Grant Road Metro,Line 3,9,auto/bus,12.5,5.71,70670000,74651,848045,8.7,2025,9,12,74625.13199577613,5,91,52.84435027593038,High
S031539,2021-11-19,Vikhroli,Central,mid,19.09544,72.91401,2BHK,2,639,801,59.4,7,7,2017,south,unfurnished,1_covered,2,False,Piramal Realty,tier2,Ghatkopar CR,Central Rail,17,auto/bus,5.42,21.05,10180000,15932,122155,6.7,2021,11,9,15931.14241001565,0,83,36.48463182711198,Medium
S031540,2020-02-03,Ghatkopar East,Central,mid,19.08609,72.91878,2BHK,2,831,1046,77.2,14,30,2019,south,semi_furnished,1_covered,2,False,Oberoi Realty,tier1,Vidyanagari,Line 3,36,auto/bus,5.43,20.37,11103000,13356,133236,7.85,2020,2,7,13361.010830324909,0,64,28.361265747996036,Medium
S031541,2021-12-31,Virar,Far Western,affordable,19.47005,72.82078,2BHK,2,639,811,59.4,2,12,2017,north,unfurnished,none,1,True,Local Builder,local,Virar WR,Western Rail,3,walk,44.78,60.44,1651000,2581,19808,6.7,2021,12,9,2583.724569640063,0,97,39.92189351907935,Medium
S031542,2022-04-03,Malad West,Western,mid,19.1946,72.84458,3BHK,3,976,1202,90.7,14,20,1991,east,unfurnished,1_covered,1,True,Oberoi Realty,tier1,Kurar,Line 7,17,walk,14.11,29.89,10959000,11225,131504,7.1,2022,4,35,11228.483606557376,2,83,36.13624920156949,Medium
S031543,2024-06-05,Pedder Road,South Mumbai,luxury,18.98305,72.80828,2BHK,2,846,1048,78.6,10,12,2024,south-east,unfurnished,1_covered,0,False,Sunteck,tier2,Dadar Metro,Line 3,32,auto/bus,11.64,6.49,56809000,67138,681703,9.2,2024,6,2,67150.1182033097,3,68,41.545202844619695,Medium
S031544,2022-12-05,Ghatkopar East,Central,mid,19.07904,72.932,2BHK,2,643,798,59.7,12,12,1985,south-east,semi_furnished,1_covered,2,False,Local Builder,local,Mumbai Central WR,Western Rail,74,auto/bus,6.59,20.43,7908000,12306,94890,8.6,2022,12,41,12298.600311041992,0,26,12.987654223571067,Low
S031545,2025-11-28,Malad West,Western,mid,19.19251,72.85978,2BHK,2,711,886,66.0,2,45,2007,north,semi_furnished,1_covered,2,False,Runwal,tier2,Dahanukarwadi,Line 2A,6,walk,13.66,29.82,15484000,21785,185808,8.7,2025,11,19,21777.777777777777,0,94,42.021582795143374,Medium
S031546,2025-03-05,Colaba,South Mumbai,luxury,18.91679,72.79841,1BHK,1,555,676,51.5,3,7,1995,north-east,unfurnished,open,1,False,Local Builder,local,Cuffe Parade,Line 3,15,walk,18.63,2.87,33643000,60638,403710,8.95,2025,3,31,60618.01801801802,3,85,47.057323865291444,Medium
S031547,2021-11-20,Worli,South Mumbai,luxury,19.0231,72.81758,4BHK,4,1429,1828,132.7,19,20,2022,west,semi_furnished,1_covered,2,False,Dosti Realty,tier2,Worli Metro,Line 3,4,walk,7.59,10.76,115631000,80941,1387574,6.7,2021,11,4,80917.42477256824,5,96,56.0968481998772,High
S031548,2021-09-22,Ambernath,Thane,affordable,19.18393,73.16339,2BHK,2,590,749,54.9,6,7,2021,south-west,unfurnished,1_covered,1,False,Kanakia,tier2,International Airport,Line 3,148,auto/bus,33.32,45.76,2192000,3712,26299,6.7,2021,9,5,3715.2542372881358,0,0,1.198604379562044,Low
S031549,2022-06-20,Worli,South Mumbai,luxury,19.00299,72.81463,4BHK,4,1633,1982,151.7,8,20,2018,north-east,fully_furnished,open,1,False,Lodha,tier1,Worli Metro,Line 3,4,walk,9.45,8.56,134752000,82535,1617023,7.1,2022,6,8,82518.06491120637,7,96,57.01442104013299,High
S031550,2023-04-03,Panvel,Navi Mumbai,affordable,18.97721,73.09609,2BHK,2,698,896,64.8,16,20,2017,north-west,unfurnished,1_covered,2,False,Local Builder,local,Panvel Harbour,Harbour,2,walk,25.91,29.2,4003000,5738,48032,9.2,2023,4,9,5734.957020057306,0,98,40.59741264051961,Medium
S031551,2022-10-16,Oshiwara,Western,premium,19.14446,72.83546,2BHK,2,596,743,55.4,10,12,2020,north-east,unfurnished,open,2,False,Piramal Realty,tier2,Jogeshwari East,Line 7,13,auto/bus,9.04,24.27,14733000,24727,176790,8.6,2022,10,6,24719.798657718122,0,87,39.81327483879726,Medium
S031552,2022-11-22,Lokhandwala,Western,premium,19.12514,72.82185,1BHK,1,374,483,34.7,6,20,2020,north,unfurnished,none,2,False,Dosti Realty,tier2,Azad Nagar,Line 1,7,walk,7.95,22.09,8832000,23619,105982,8.6,2022,11,6,23614.973262032086,0,93,42.03702463768116,Medium
S031553,2026-03-22,Santacruz East,Western,premium,19.10304,72.85895,2BHK,2,634,769,58.9,3,7,2022,north-east,semi_furnished,2_covered,1,False,JP Infra,tier2,Saki Naka,Line 1,23,auto/bus,3.85,19.98,20072000,31653,240860,8.7,2026,3,4,31659.30599369085,0,77,37.18042064567557,Medium
S031554,2022-09-30,Ghodbunder Road,Thane,mid,19.23868,72.96888,3BHK,3,1124,1412,104.4,4,30,2014,south,semi_furnished,2_covered,2,False,Nirmal Lifestyle,tier2,Domestic Airport,Line 3,87,auto/bus,21.44,37.92,7984000,7103,95807,8.6,2022,9,12,7103.202846975089,2,13,7.345850501002004,Low
S031555,2020-06-02,Cuffe Parade,South Mumbai,luxury,18.9088,72.81322,4BHK,4,1508,1875,140.1,21,30,2023,south,fully_furnished,1_covered,1,False,Local Builder,local,Cuffe Parade,Line 3,3,walk,18.89,2.26,86669000,57478,1040024,6.7,2020,6,3,57472.81167108753,7,97,52.407138150895946,High
S031556,2022-10-12,Sanpada,Navi Mumbai,mid,19.06157,73.01655,2BHK,2,626,762,58.2,24,30,2005,east,unfurnished,open,2,False,Local Builder,local,Vashi Harbour,Harbour,19,walk,15.43,25.23,6699000,10694,80388,8.6,2022,10,21,10701.277955271566,0,81,34.688076011344975,Medium
S031557,2022-04-10,Kandivali East,Western,mid,19.21136,72.86885,3BHK,3,1074,1341,99.8,4,12,2007,west,semi_furnished,2_covered,1,False,Sheth Creators,tier2,Magathane,Line 2A,11,walk,15.72,32.03,14123000,13145,169474,7.1,2022,4,19,13149.906890130354,2,89,38.89980648587411,Medium
S031558,2023-05-31,Vile Parle East,Western,premium,19.10764,72.85928,4BHK,4,1319,1680,122.6,1,7,1988,north-west,unfurnished,1_covered,0,False,Local Builder,local,Sahar Road,Line 3,10,auto/bus,4.33,20.49,23755000,18007,285061,9.2,2023,5,38,18009.855951478392,2,90,40.243496400757735,Medium
S031559,2022-11-24,Vashi,Navi Mumbai,mid,19.08145,72.99602,3BHK,3,1246,1608,115.7,6,7,2020,south,fully_furnished,1_covered,2,True,JP Infra,tier2,Vashi Harbour,Harbour,2,walk,13.3,25.0,11910000,9560,142917,8.6,2022,11,6,9558.587479935795,4,98,42.395963056255255,Medium
S031560,2023-09-01,Santacruz West,Western,premium,19.07541,72.84835,3BHK,3,996,1206,92.5,5,20,2023,south-east,fully_furnished,2_covered,1,False,Piramal Realty,tier2,Santacruz Metro,Line 3,3,walk,2.35,16.76,45932000,46109,551180,9.2,2023,9,3,46116.465863453814,4,97,49.24357131411653,Medium
S031561,2026-04-28,Bhandup,Central,mid,19.14943,72.95559,1BHK,1,464,565,43.1,6,20,2023,south,semi_furnished,2_covered,1,False,Local Builder,local,Chakala,Line 1,37,auto/bus,12.6,28.4,6650000,14338,79805,8.7,2026,4,3,14331.896551724138,0,63,28.217975939849627,Medium
S031562,2020-02-07,Versova,Western,premium,19.13663,72.80683,3BHK,3,895,1090,83.2,40,45,2015,south-east,unfurnished,2_covered,2,False,Tata Housing,tier1,Versova,Line 1,3,walk,9.95,23.43,23029000,25718,276344,7.85,2020,2,11,25730.726256983242,2,97,44.58702350948804,Medium
S031563,2020-04-12,Tardeo,South Mumbai,luxury,18.98014,72.81515,3BHK,3,944,1148,87.7,3,20,2011,east,semi_furnished,2_covered,1,False,DLF,tier1,Mumbai Central Metro,Line 3,16,walk,11.54,6.03,51325000,54345,615903,6.7,2020,4,15,54369.70338983051,5,84,45.988483682415975,Medium
S031564,2025-03-01,Dahisar,Western,affordable,19.2485,72.86727,3BHK,3,1116,1380,103.7,9,12,2013,north-east,unfurnished,1_covered,1,False,Dosti Realty,tier2,Anand Nagar,Line 2A,16,walk,19.85,36.1,16107000,14430,193288,8.95,2025,3,13,14432.79569892473,2,84,37.148084807847525,Medium
S031565,2020-06-02,Tardeo,South Mumbai,luxury,18.96057,72.82657,3BHK,3,1052,1360,97.7,4,12,2018,east,unfurnished,open,2,False,Local Builder,local,Girgaon,Line 3,19,walk,13.0,3.8,35692000,33931,428306,6.7,2020,6,8,33927.756653992394,5,81,40.71421748290933,Medium
S031566,2023-06-01,Belapur,Navi Mumbai,mid,19.00331,73.04608,2BHK,2,789,1003,73.3,15,20,2013,north,fully_furnished,1_covered,1,False,Nirmal Lifestyle,tier2,Belapur TH,Trans-Harbour,2,walk,19.94,24.9,8518000,10801,102211,9.2,2023,6,13,10795.94423320659,2,98,42.07759845034046,Medium
S031567,2021-03-30,Bhayandar,Western,affordable,19.28925,72.83754,4BHK,4,1409,1823,130.9,5,20,2006,south-west,fully_furnished,none,1,False,Runwal,tier2,Magathane,Line 2A,44,auto/bus,24.62,40.36,7389000,5244,88665,6.7,2021,3,20,5244.144783534422,4,56,24.784136310732173,Medium
S031568,2022-12-15,Prabhadevi,South Mumbai,luxury,19.01854,72.82765,3BHK,3,606,746,56.3,12,12,2005,south-east,unfurnished,1_covered,1,False,Hiranandani,tier1,Siddhivinayak,Line 3,2,walk,7.25,10.24,42844000,70741,514128,8.6,2022,12,21,70699.6699669967,5,98,54.87154049108394,High
S031569,2022-09-03,Sanpada,Navi Mumbai,mid,19.06598,73.00982,2BHK,2,714,890,66.3,9,12,2022,north-west,unfurnished,open,0,False,Local Builder,local,Nerul Harbour,Harbour,25,auto/bus,14.7,24.97,7070000,9904,84835,8.6,2022,9,4,9901.960784313726,0,75,32.12224271570014,Medium
S031570,2022-11-27,Borivali West,Western,mid,19.23194,72.83448,2BHK,2,543,700,50.5,20,20,2010,east,fully_furnished,2_covered,2,False,Local Builder,local,Churchgate,Line 3,141,auto/bus,18.39,33.98,7512000,13832,90146,8.6,2022,11,16,13834.254143646409,2,0,3.499520340788073,Low
S031571,2024-12-16,Mulund West,Central,mid,19.16791,72.9565,2BHK,2,692,883,64.3,4,7,1985,north-west,unfurnished,2_covered,1,False,Piramal Realty,tier2,D N Nagar,Line 1,56,auto/bus,14.18,30.26,8292000,11977,99502,9.2,2024,12,41,11982.658959537572,0,44,20.115998166907865,Medium
S031572,2024-03-16,Andheri West,Western,premium,19.13018,72.83702,3BHK,3,949,1158,88.2,2,7,1989,south-west,fully_furnished,1_covered,1,False,Local Builder,local,D N Nagar,Line 1,14,walk,7.54,22.69,26877000,28320,322528,9.2,2024,3,37,28321.390937829296,4,86,41.30120653346728,Medium
S031573,2021-10-26,Taloja,Navi Mumbai,affordable,19.07324,73.08789,3BHK,3,1008,1306,93.7,17,30,2023,west,unfurnished,2_covered,0,False,Wadhwa,tier2,Mahalaxmi Metro,Line 3,134,auto/bus,22.9,32.21,4835000,4794,58015,6.7,2021,10,3,4796.626984126984,2,0,1.7656252326783868,Low
