locality,lat,lon,price_inr,investment_score,luxury_score
Mulund East,19.1737,72.97074,11965000,37.27135392403582,2
Sanpada,19.06401,73.01115,7394000,35.49881247531205,0
Powai,19.11436,72.89963,38222000,48.4704574120669,2
Andheri West,19.14693,72.82407,28100000,46.014021666232736,2
Badlapur,19.16889,73.24443,2983000,30.04612529756728,4
Dombivli,19.21687,73.08535,2545000,30.430259334315053,0
Colaba,18.9079,72.81869,41368000,64.89114888274429,3
Sanpada,19.07029,73.02691,8578000,33.369611220010356,2
Malad East,19.19846,72.86766,5321000,35.620164417903105,0
Kalyan,19.23299,73.12613,7420000,30.33277948468568,2
Kanjurmarg,19.13773,72.92172,9380000,36.81734536985624,0
Khar West,19.06401,72.82332,30994000,53.66507517835625,3
Prabhadevi,18.9993,72.82056,45257000,53.67205734479978,5
Malad East,19.17725,72.84061,10854000,38.56595489276826,2
Parel,18.98701,72.84748,50923000,53.89680074154532,2
Ulwe,18.96506,73.05806,2537000,31.602982869076833,0
Ulwe,18.97406,73.03652,9219000,32.82920967610626,2
Panvel,18.98,73.10238,6239000,30.88916248992731,2
Byculla,18.98156,72.80889,29258000,52.20768397981074,2
Kalwa,19.18957,72.9965,6022000,31.741795618316914,2
Thane East,19.20002,72.9735,4147000,33.12652945081953,0
Malad East,19.18695,72.85832,12759000,35.51282995639657,2
Kanjurmarg,19.13135,72.92129,27168000,38.1737157015654,4
Vasai,19.40165,72.81799,5431000,31.250087055864054,2
Tardeo,18.98243,72.80384,37845000,57.87463775098607,3
Taloja,19.07652,73.11203,1197000,30.232957523282224,2
Vile Parle East,19.10022,72.85693,13320000,46.18558615244968,0
Mazgaon,18.97022,72.84543,29307000,42.238105286360216,2
Belapur,19.01696,73.03783,10335000,34.4938750025938,2
Malabar Hill,18.9525,72.79203,75867000,71.99475646378467,7
Santacruz West,19.07942,72.83511,66149000,50.33606489988536,2
Bandra West,19.06397,72.83906,47991000,72.7213843201261,3
Prabhadevi,19.00666,72.81601,23744000,63.182459379241585,3
Vile Parle East,19.10425,72.84663,28434000,47.32294570072728,4
Matunga,19.03495,72.87449,11659000,37.35757931005285,2
Tardeo,18.96791,72.82415,23090000,52.95206751789078,5
Lower Parel,19.00299,72.84817,49743000,49.656151835806625,2
Versova,19.151,72.80051,14270000,48.59799191994087,0
Dadar West,19.01823,72.82137,46328000,45.96932326358128,2
Mazgaon,18.97316,72.83613,19282000,45.03262460367452,0
Mumbra,19.18492,73.02368,10758000,31.518539789307454,4
Ghodbunder Road,19.25074,72.99142,24081000,31.901885185288293,2
Seawoods,19.01782,72.99186,2776000,32.2748778919759,0
Walkeshwar,18.94769,72.79644,41357000,65.6318309097589,3
Kandivali East,19.20479,72.86059,16769000,33.65020732443578,2
Manpada,19.24278,72.99041,15423000,32.30448573275459,4
Bhayandar,19.29626,72.84346,5875000,32.824412436531844,2
Sion,19.04538,72.85687,103885000,42.38158827245951,2
Kurla East,19.06576,72.90017,21264000,41.033073803818944,4
Ghatkopar East,19.08939,72.93003,15873000,35.769099933567254,4
Goregaon West,19.16896,72.8468,10233000,40.80821757923542,0
Thane East,19.18877,72.9756,5962000,34.226220867736515,0
Seawoods,19.02039,73.02659,9478000,34.190022233632654,2
Ghatkopar West,19.0903,72.91873,11664000,36.37417068729829,2
Panvel,18.98578,73.09676,5789000,29.606956528580213,2
Nerul,19.03555,73.03191,7320000,38.47176471232439,2
Mumbra,19.18037,73.03849,4076000,30.770050026697156,0
Andheri West,19.1391,72.8496,35699000,46.50858009964928,4
Bandra East,19.06131,72.81462,22958000,54.63635110505614,2
Kandivali East,19.20045,72.87079,28510000,34.558776031676494,2
Nariman Point,18.93112,72.82988,37192000,65.06649557674068,3
Pedder Road,18.97039,72.8112,78591000,63.84420490196494,5
Seawoods,19.02139,73.02454,7533000,33.8590656599752,0
Kanjurmarg,19.13329,72.94489,18141000,38.25781431625917,2
Dahisar,19.24444,72.87089,10833000,34.83903757568746,2
Kurla West,19.07121,72.87787,6830000,38.06532758803251,0
Chembur,19.05695,72.88935,11568000,38.445641280670706,0
Marine Drive,18.92498,72.81421,55347000,74.20996477334091,3
Santacruz East,19.07804,72.84677,29548000,48.132688074691465,2
Dahisar,19.25275,72.88367,11310000,35.43591436282473,4
Marine Drive,18.95414,72.82715,42242000,58.816668524562346,5
Sewri,19.00295,72.85414,16347000,40.53476371793462,2
Mazgaon,18.9755,72.83741,17978000,46.807862222966264,0
Taloja,19.0596,73.09778,4960000,31.38634181290041,2
Dadar East,19.02353,72.8531,49703000,43.353368533146906,2
Vasai,19.3947,72.81816,6874000,31.153082032585274,2
Sewri,19.01141,72.83929,8158000,38.83751991790956,2
Malad East,19.19032,72.83698,7589000,34.05052061798999,0
Cuffe Parade,18.90438,72.82215,64759000,54.4393839084258,5
Oshiwara,19.14606,72.86109,7771000,37.9616761245018,2
Chembur,19.04377,72.87302,24214000,40.5276172040005,2
Nerul,19.04571,73.02011,12151000,38.392577270176,2
Thane East,19.17715,72.99264,5068000,32.82514173675169,2
Kandivali East,19.20758,72.84545,9916000,34.19798940471404,4
Borivali East,19.23455,72.87023,10922000,35.77712026128658,4
Belapur,19.01558,73.03788,3368000,32.574136289824345,0
Kandivali West,19.21529,72.83275,7988000,38.59353609273853,2
Malad West,19.21042,72.84522,5982000,38.41665575353379,0
Ambernath,19.19636,73.18318,2235000,29.667530295696785,0
Kalwa,19.20367,72.98166,2783000,31.867798742768287,0
Tardeo,18.96536,72.79405,132341000,61.92356498230496,7
Sewri,18.99417,72.86029,10622000,39.503749734109576,0
Belapur,19.02623,73.04389,6386000,32.98661679526953,0
Ghansoli,19.11454,73.01753,12009000,32.46471325624332,2
Prabhadevi,19.02029,72.84943,90043000,48.49949788917981,5
Airoli,19.17262,73.00059,6197000,33.74881943204766,0
Ghodbunder Road,19.24887,72.94252,6651000,34.11823176156311,2
Malabar Hill,18.95887,72.81342,56439000,68.61664572999271,5
Ghatkopar West,19.08895,72.90613,14819000,41.55497374087457,0
Byculla,18.9894,72.83773,90904000,46.97959012732427,2
Walkeshwar,18.97179,72.77559,38671000,57.73014301101793,5
Vile Parle East,19.10664,72.84993,11565000,42.41451735649895,0
Bandra West,19.05356,72.82241,38749000,53.0402755807994,5
Kandivali East,19.21333,72.85457,12834000,35.41381788622535,2
Sewri,18.99747,72.85384,19214000,41.84989516126015,2
Lokhandwala,19.13198,72.79224,24664000,47.258111428219145,0
Santacruz East,19.08074,72.86341,28764000,44.41876365579701,4
Borivali West,19.22928,72.83301,8355000,35.94143006684014,0
Ghatkopar East,19.09686,72.92111,10993000,35.21192806194932,2
Airoli,19.16064,73.00727,6945000,37.28380419066305,0
Cuffe Parade,18.92341,72.822,57656000,60.009265641283946,7
BKC (Bandra-Kurla),19.07244,72.8795,38428000,57.42742543376842,5
Ambernath,19.20308,73.19599,2885000,30.116637970059706,2
Nala Sopara,19.4151,72.83401,2091000,29.271499222534512,0
Nariman Point,18.92281,72.8136,17727000,61.242265998705925,3
Colaba,18.92224,72.82441,19942000,51.53797505870331,3
Mazgaon,18.96649,72.84663,32171000,47.39951381332992,2
Airoli,19.17337,72.97144,4152000,33.34795485495747,0
Vile Parle West,19.11421,72.8545,19648000,48.08824799681967,2
Bhandup,19.14656,72.95987,8487000,37.167926002307524,0
Vasai,19.40127,72.81199,2460000,30.952064785551613,0
Nariman Point,18.92923,72.82609,33934000,60.57763677421864,3
Kandivali East,19.20326,72.85286,3985000,35.58108174759888,0
Mazgaon,18.97095,72.84855,13831000,45.234226672831504,2
Byculla,18.97099,72.83195,30631000,48.44532998567802,2
Ambernath,19.21457,73.20535,2050000,29.449411159904304,0
Mulund West,19.16824,72.92336,8351000,36.26107822278483,0
Malad West,19.19299,72.84605,19371000,39.629490162585235,2
Kalwa,19.19327,72.98878,3186000,30.61820948151111,2
Virar,19.46207,72.82118,7845000,30.679092547061185,4
Sanpada,19.06456,73.00955,5043000,33.69997651762656,0
Kopar Khairane,19.09752,73.00316,9881000,34.30040133989479,2
Marine Drive,18.93123,72.82616,106172000,74.06848104451154,7
Dahisar,19.25551,72.85608,7578000,33.076367520956346,4
BKC (Bandra-Kurla),19.06161,72.86552,46221000,62.18783211650962,3
Malad West,19.18514,72.8668,9525000,37.59772734448377,2
Bandra West,19.05937,72.839,45447000,63.89364367635072,3
Malad East,19.18617,72.84958,8239000,36.2405344711684,0
Ghansoli,19.11651,72.98757,2358000,32.0279261914758,0
Byculla,18.98829,72.84281,29210000,45.857136395566215,2
Mulund East,19.16829,72.94566,7519000,35.49668479471917,0
Ambernath,19.20191,73.18107,2291000,29.868922513382216,0
Marine Drive,18.92844,72.80818,71345000,63.79872508107553,5
Mahalaxmi,18.98915,72.84206,31639000,63.19775825838666,3
Kurla East,19.07494,72.89065,12153000,36.85055177421691,2
Matunga,19.03215,72.84828,22895000,46.03392606094911,0
Bhandup,19.13651,72.93825,14574000,34.78424464363881,2
Nerul,19.02745,73.02328,6042000,34.757549212622536,4
Tardeo,18.96107,72.80952,18958000,58.605083280742456,3
Dadar East,19.01271,72.84085,13479000,45.91247096078741,2
Pedder Road,18.98187,72.81826,44336000,54.31238863502069,5
Versova,19.1538,72.80986,25212000,45.88837954222551,2
Belapur,19.02807,73.04353,4759000,33.61228750453275,0
Byculla,18.98147,72.85221,16229000,46.09343609382331,2
Nerul,19.03531,73.01329,7718000,36.05258434332155,0
Ghodbunder Road,19.26444,72.94876,16295000,32.24626795544114,2
Cuffe Parade,18.91511,72.82002,82484000,71.90240713675365,7
Nala Sopara,19.42111,72.8113,4500000,29.63602597084425,2
Naigaon,19.3473,72.828,1341000,31.226388816223945,0
Walkeshwar,18.95188,72.79988,90522000,74.8707342328299,5
Ghodbunder Road,19.25576,72.97114,2647000,31.94863196129161,2
Naigaon,19.33517,72.82954,5204000,31.583899503352324,2
Bhayandar,19.29978,72.85226,4728000,33.63764896546128,2
Kalyan,19.24338,73.13341,3670000,30.50072786108322,2
Juhu,19.09975,72.8172,66809000,52.47326686402577,5
Santacruz West,19.07561,72.8502,22468000,46.7700608472526,0
Dadar East,19.01486,72.85982,22648000,45.87897108169705,2
Kharghar,19.04911,73.08025,5694000,32.503300208603854,0
Mumbra,19.16035,73.02569,1844000,31.09974823631986,0
Oshiwara,19.15239,72.83873,17264000,38.23933791457452,2
Ghansoli,19.13357,72.97501,4762000,33.12820422953417,0
Malabar Hill,18.95103,72.78429,65238000,63.75820456109417,5
Powai,19.11302,72.89309,17372000,44.69666567527003,0
Bandra West,19.05809,72.82992,79722000,57.175578360610224,5
Taloja,19.08137,73.11216,3989000,31.60512639370291,0
Kurla West,19.06317,72.89398,19239000,44.379848159115085,0
Pedder Road,18.98504,72.79693,57937000,73.26870135986891,5
Ulwe,18.95915,73.0298,4233000,32.96718539203414,2
Taloja,19.06675,73.11362,3709000,31.87690605128941,0
Mulund East,19.18145,72.95954,6098000,37.92877879002877,0
Kharghar,19.04067,73.06263,18123000,30.895014225475485,2
Ghansoli,19.13207,73.03728,11452000,31.7026596392528,2
Kopar Khairane,19.11266,73.02044,11664000,36.281772594346556,4
Seawoods,19.00753,73.02105,6886000,33.689535116091115,0
Walkeshwar,18.96449,72.79913,46056000,58.551203456610054,5
Vile Parle East,19.09624,72.8791,11782000,40.649109416715646,0
Bhayandar,19.2955,72.86374,2696000,32.594225397211424,0
Versova,19.13852,72.8341,13923000,45.155750164259324,0
Marine Drive,18.94577,72.82251,50732000,64.13628106554638,5
Santacruz East,19.08588,72.86166,41595000,48.29346008166188,2
Oshiwara,19.14826,72.82623,14918000,43.106249101081175,2
Mulund West,19.17249,72.95164,13699000,37.04167524522881,2
Kalyan,19.24916,73.15531,4871000,30.815142351615666,2
Dadar West,19.01338,72.8565,30458000,53.867244089762195,0
Kandivali West,19.20507,72.82788,4663000,38.76631433366827,0
Kurla East,19.07871,72.87847,17772000,35.676656397979556,2
Mulund West,19.18101,72.93802,13948000,34.05886352144148,2
Mazgaon,18.96592,72.85906,9519000,41.817448035199,0
Colaba,18.89858,72.80719,32011000,58.55894637369545,3
Dombivli,19.23707,73.09806,1950000,30.57497816178319,0
Juhu,19.12255,72.7963,23001000,51.935038053924096,5
Vikhroli,19.10554,72.93467,20525000,40.94847508248515,2
Airoli,19.14238,73.00331,13554000,34.515275739184304,2
Nariman Point,18.93911,72.82221,51992000,62.79426889458116,7
Dahisar,19.25496,72.85533,3587000,33.759101240914696,0
Kalwa,19.20163,73.0149,18669000,32.458422963651415,2
Breach Candy,18.97071,72.81822,62510000,65.29703109917934,5
Badlapur,19.15467,73.25019,3850000,30.324980926224345,2
Thane West,19.2123,72.94079,4129000,34.25437501878209,0
BKC (Bandra-Kurla),19.06947,72.86313,172212000,59.42117266422048,5
Juhu,19.10198,72.82456,64624000,57.57333518235753,5
Airoli,19.14777,72.99893,3990000,33.65671947880418,0
Seawoods,19.02787,73.01355,22738000,33.05474803323309,4
Kandivali East,19.20964,72.86823,9135000,36.000063670968125,0
Juhu,19.11476,72.84195,52338000,61.48384526956328,7
Manpada,19.22314,72.96944,7773000,32.358315540195555,2
Mahalaxmi,18.99338,72.8414,29333000,53.996088654239074,3
Dahisar,19.25675,72.86281,4490000,31.106934257641264,2
Panvel,18.9834,73.11935,3315000,30.450224024223704,0
Ghansoli,19.12792,73.00798,3009000,32.23034986643113,0
Andheri East,19.13909,72.84047,7180000,37.63773225522846,0
Matunga,19.04176,72.85522,18284000,44.93933779060398,0
Thane East,19.17513,72.99093,8778000,33.27252457811545,4
Santacruz West,19.06129,72.83529,26213000,56.9748227583258,2
Kanjurmarg,19.12527,72.94536,7647000,36.87935458352176,0
Nerul,19.02108,73.00872,5304000,34.45493431186751,0
Pedder Road,18.98635,72.8242,99693000,64.20656514909794,5
Vile Parle East,19.09072,72.85311,23239000,45.39858984978825,0
Colaba,18.89782,72.8124,21755000,65.0613804311553,3
Ulwe,18.95976,73.04208,4982000,32.40182370818955,2
Tardeo,18.97176,72.81609,36379000,56.59704047817918,3
Mahalaxmi,18.97791,72.83561,35368000,56.836045879798995,3
Thane East,19.18861,72.98316,4963000,32.14435205040244,2
BKC (Bandra-Kurla),19.08387,72.88096,79905000,71.15172101443379,5
Malad West,19.18351,72.82862,13685000,40.41919755380056,2
Kandivali West,19.18909,72.83107,5920000,38.31792685054218,2
Thane West,19.22488,72.98307,4099000,34.567320257273906,2
Mumbra,19.17298,73.03407,1874000,30.21127623245219,0
Nariman Point,18.94456,72.81907,19884000,52.25261703280708,3
Lokhandwala,19.12497,72.83119,39715000,44.44962529680564,4
Bandra West,19.06504,72.82954,76538000,55.18470183655097,5
Breach Candy,18.97473,72.80661,69515000,66.04403424106644,5
Manpada,19.22718,72.97386,8933000,32.1494946784208,4
Sanpada,19.07397,72.98581,6697000,35.41858939041774,0
Ghatkopar East,19.09956,72.92705,6352000,35.80058685241947,0
Mulund East,19.16099,72.94352,9552000,36.00503811640882,2
Goregaon West,19.16333,72.85126,9222000,38.58344599169443,2
Ghatkopar West,19.08898,72.91736,11022000,37.99834144478174,0
Sion,19.01873,72.86296,12588000,47.4841652449289,0
Dombivli,19.21626,73.09308,3374000,31.12693880264718,0
Nerul,19.04603,73.01462,6614000,36.540655480868296,0
Dombivli,19.2155,73.08091,2837000,30.12698039682157,0
Mulund East,19.17043,72.95922,12156000,35.29120633559235,2
Manpada,19.23255,72.98385,3437000,30.567302404290455,0
Pedder Road,18.97199,72.78421,96941000,64.86437044246495,5
Kalwa,19.19254,72.99074,7125000,32.463356942592334,4
Mira Road,19.29374,72.84824,3863000,31.65635615927107,0
Seawoods,19.01551,73.01122,9994000,32.66426546984217,4
Byculla,18.9659,72.82102,11419000,45.72914380239873,2
Panvel,18.99693,73.11667,4272000,30.64419111849871,2
Dombivli,19.22973,73.08877,2572000,30.629397699968543,0
Kurla West,19.07084,72.87858,13781000,43.64860695988827,2
Malabar Hill,18.95135,72.78501,57145000,61.641415980811004,5
Vashi,19.07673,73.02104,11188000,37.64114600283769,2
Khar West,19.07099,72.84415,54335000,48.271134299740105,5
Bhayandar,19.29384,72.8539,4174000,32.23146447781065,2
Chembur,19.05933,72.89061,8160000,38.36675354532302,0
Lokhandwala,19.13366,72.80835,14886000,45.21062793741778,0
Manpada,19.22215,72.96862,5632000,32.28917185384182,0
Ghatkopar East,19.08465,72.91711,5577000,37.788096700815736,0
Vasai,19.40793,72.80524,2849000,30.879481897549617,0
Oshiwara,19.15049,72.82323,16982000,42.93849752997392,0
Ghatkopar West,19.0896,72.90413,10760000,40.01485324742805,0
Borivali West,19.22556,72.83303,8997000,38.476125340108396,0
Nala Sopara,19.4186,72.814,1575000,29.42508557060745,2
Dadar East,19.00263,72.85644,85982000,42.57340368364725,2
Naigaon,19.35762,72.84213,4364000,31.34472893738747,2
Vasai,19.42997,72.82017,2331000,30.48749831733067,0
Sanpada,19.07608,73.01595,4657000,36.33991771492288,0
Ghatkopar East,19.06807,72.92718,11369000,38.97595314005005,0
Worli,19.00685,72.81594,81442000,63.30841517451253,5
Panvel,18.98646,73.10823,1954000,29.07172153457701,0
Belapur,19.00311,73.02351,3635000,33.53414540699659,0
Mira Road,19.30237,72.86024,5287000,35.1719059231419,0
Mulund East,19.177,72.9542,3930000,34.522505564900825,0
Matunga,19.01983,72.85022,12360000,45.81894794629176,0
Byculla,18.97939,72.8512,17537000,43.818542488290745,0
Nala Sopara,19.41425,72.81265,2030000,29.381687594142136,0
Goregaon West,19.16285,72.84168,10146000,39.06740135343573,0
Vile Parle West,19.09818,72.85537,23505000,45.653635317067824,4
Borivali East,19.23375,72.85685,13131000,37.475528326193256,2
Kalwa,19.197,72.99407,8310000,31.5835921320744,2
Goregaon East,19.1658,72.86284,8498000,38.598779705998645,0
Matunga,19.02953,72.85603,39467000,42.445329677977654,2
Sion,19.03372,72.85983,23371000,39.51980307825892,2
Walkeshwar,18.94407,72.80814,28709000,64.37645547385478,3
Wadala,19.02191,72.8473,13797000,44.08628076949995,0
Borivali East,19.23797,72.83842,6897000,32.86880344060172,4
BKC (Bandra-Kurla),19.0786,72.87299,42957000,62.31769134801852,5
Breach Candy,18.97549,72.79461,35771000,57.44879279620791,5
Wadala,19.02177,72.86031,22951000,49.710703894051846,0
Panvel,19.00088,73.11238,13010000,29.83181887359958,2
Vile Parle East,19.09705,72.84447,18525000,44.31453210612379,0
Juhu,19.11737,72.81884,143511000,56.371867395616334,7
Badlapur,19.15518,73.22659,4284000,30.68146217080353,2
Kurla West,19.07057,72.8668,11944000,45.04414049463066,0
Kurla East,19.05865,72.88272,18921000,40.010712462490076,2
Borivali West,19.23152,72.8487,9685000,37.9325052738851,0
Mazgaon,18.96997,72.84638,22943000,52.60640795473437,2
Kalwa,19.20305,72.98934,3052000,31.236952674337203,0
Byculla,18.97548,72.82133,25880000,44.081742947884685,2
Nala Sopara,19.42853,72.81952,2227000,29.321030257544727,0
Pedder Road,18.98246,72.8334,81672000,55.65243498801239,5
Santacruz East,19.08267,72.83696,10983000,43.77162824964705,0
Thane East,19.19108,72.99988,24875000,35.32311108572913,2
Dadar East,19.0132,72.86134,14962000,48.8152400728225,0
Malad East,19.19319,72.86757,6879000,34.2522179991984,0
Malabar Hill,18.93299,72.81266,144585000,53.5588908965217,5
Ulwe,18.97088,73.02714,3346000,32.95052626633517,2
Lokhandwala,19.1353,72.81845,11286000,45.76217016691433,0
Worli,18.99916,72.81124,188978000,62.61535915141059,7
Cuffe Parade,18.90483,72.82071,98152000,65.4113021123174,5
Nariman Point,18.92416,72.83474,29287000,57.974916075940676,5
Marine Drive,18.94775,72.82721,21747000,57.303930147275175,3
Kurla East,19.08588,72.91246,6905000,37.635983199397025,0
Mahalaxmi,18.9749,72.84709,62012000,51.55774291350703,5
Chembur,19.04336,72.91991,5996000,34.562351241699126,0
Sanpada,19.06391,72.99182,7961000,34.383255881825804,2
Worli,19.0,72.81427,40053000,73.30205592046705,5
Vasai,19.39793,72.81363,5109000,29.796532615676234,4
Panvel,19.00024,73.09365,2599000,30.026743511217038,2
Seawoods,19.01583,73.03255,9214000,34.773382245800285,2
Kandivali East,19.2169,72.83621,9137000,34.92556312659487,0
Airoli,19.15971,73.01206,3955000,32.912812077659666,0
Juhu,19.12586,72.832,43746000,53.826534551979904,5
Taloja,19.0712,73.10859,15425000,30.59497935647604,2
Andheri West,19.13354,72.83715,25621000,52.680597399233065,2
Pedder Road,18.96154,72.80999,28815000,54.199260097339035,5
Khar West,19.06766,72.81953,73678000,51.363380854475295,5
Taloja,19.08587,73.08439,3508000,31.62749557002742,0
Tardeo,18.97783,72.81949,76185000,48.66097603361332,7
Santacruz East,19.07735,72.84439,45478000,45.91475661207362,2
Virar,19.45486,72.81059,1777000,30.323475098079165,0
Santacruz West,19.0753,72.84238,30197000,53.18046587248934,0
Sion,19.0531,72.86576,15476000,36.78361806515983,2
Tardeo,18.96033,72.7996,62666000,55.873749332286096,5
Walkeshwar,18.96062,72.78805,49303000,57.37668206696633,5
Ghatkopar West,19.08285,72.92078,12537000,40.77371958602464,2
Powai,19.11109,72.9066,18825000,43.6980790576876,0
Kopar Khairane,19.1016,73.00858,2493000,31.93098884924525,0
Oshiwara,19.14794,72.84123,38428000,43.777730830555655,2
Tardeo,18.96854,72.82162,16187000,58.27372069611098,3
Bandra West,19.06564,72.84995,75784000,62.19872768030365,5
Prabhadevi,19.0297,72.83229,42327000,56.920031673947165,5
Vashi,19.08091,72.98203,15159000,34.67247026078048,2
Naigaon,19.34111,72.84676,1235000,31.77827757689048,0
Breach Candy,18.95854,72.79834,26108000,63.70130327444532,3
Breach Candy,18.96893,72.78808,148204000,61.77771957848513,5
Kopar Khairane,19.11376,72.99675,12529000,34.632299183094425,2
Prabhadevi,19.01916,72.83546,73989000,54.6775436838053,5
Ghansoli,19.13402,73.00246,2887000,31.709517896662327,2
Nala Sopara,19.42308,72.82414,1999000,29.309732264843362,2
Bhayandar,19.3037,72.85888,3974000,31.745958693040837,0
Breach Candy,18.98308,72.81997,23542000,73.429347804425,5
Bhayandar,19.29969,72.8555,6666000,33.38892642221557,0
Mazgaon,18.97054,72.83715,31754000,44.15866568360538,2
Virar,19.44712,72.80594,2979000,30.197494740684657,0
Dadar East,19.01049,72.85607,19752000,41.92936055854914,2
Ghodbunder Road,19.24694,72.96688,9969000,32.80395065657759,4
Vile Parle East,19.09717,72.84908,35870000,50.00797197721589,4
Mahalaxmi,18.97898,72.82498,122561000,55.54135219132468,5
Manpada,19.23567,72.98603,5379000,31.9665605490636,0
Prabhadevi,19.02184,72.84509,65890000,65.02756539267837,7
Lokhandwala,19.13778,72.81587,20931000,39.35198619965356,2
Andheri West,19.13935,72.83304,29841000,46.51235309967555,4
Seawoods,19.02771,73.02403,4666000,33.42217311186607,0
Taloja,19.07303,73.11846,1277000,30.5040213121332,0
Andheri West,19.12908,72.83217,18488000,45.2577936758222,0
Dombivli,19.21903,73.08465,2658000,30.232572754333,0
Mumbra,19.1774,73.01695,2640000,30.356721353667247,0
Ghodbunder Road,19.24137,72.97778,4318000,32.50136100702399,0
Badlapur,19.16203,73.21461,3194000,30.574905209582568,2
Kandivali West,19.20881,72.85091,10735000,38.43666218593111,2
Goregaon East,19.1597,72.85036,5167000,34.88942176683631,0
Vasai,19.39535,72.82082,3160000,31.319339374501062,2
Lokhandwala,19.13647,72.82303,13420000,42.83305201996398,0
Panvel,18.9715,73.11117,3058000,31.42515808495737,2
Colaba,18.89897,72.81422,51185000,47.25994102079559,5
Pedder Road,18.98137,72.81298,105820000,68.02791846105063,5
Badlapur,19.16741,73.2238,1756000,30.116166773408835,0
Vile Parle East,19.10802,72.85319,27855000,43.46403987138702,2
Vile Parle West,19.08295,72.85918,41509000,53.744235865576655,2
Mulund West,19.1779,72.94069,11241000,36.47679430843748,0
Pedder Road,18.97993,72.8065,57218000,56.76294938267042,5
Lower Parel,18.99318,72.83681,13586000,45.40535768127099,0
Malabar Hill,18.96231,72.80009,76385000,53.77056692327471,5
Kopar Khairane,19.11877,73.00533,5087000,36.02223026296022,2
Colaba,18.90879,72.81872,39984000,52.60198914257002,5
Manpada,19.2395,72.96048,5914000,30.699351646187296,2
Dadar East,19.02072,72.83169,15854000,43.95908213428537,0
Goregaon West,19.16778,72.84141,14601000,41.1488756213415,2
Dombivli,19.20746,73.08162,1962000,29.743098044746368,2
Mulund West,19.17176,72.94943,15771000,37.77746264127545,2
Mulund West,19.1783,72.94449,6576000,32.970208492434566,0
Nala Sopara,19.42638,72.8113,1162000,28.92659099336646,2
Kopar Khairane,19.10906,73.00597,11596000,33.59550721921047,2
Mulund West,19.15713,72.95061,6698000,35.09180213646305,0
Borivali West,19.21768,72.83801,22734000,36.38430395190304,2
Cuffe Parade,18.91188,72.82347,141907000,68.6792498614084,5
Mazgaon,18.96232,72.84995,15043000,45.380141372613984,0
Goregaon West,19.16412,72.85536,8643000,40.614346540486295,0
Juhu,19.11342,72.81857,61303000,50.91441728898266,5
Lokhandwala,19.13428,72.81439,8529000,41.1033527466131,0
Airoli,19.16298,73.01762,6230000,34.55320402904607,0
Kanjurmarg,19.11312,72.92389,10269000,35.22259478261704,2
Manpada,19.2258,72.9576,2576000,30.132552631124085,0
Mazgaon,18.97136,72.83144,13274000,41.48429221871114,0
Belapur,19.01057,73.04313,6096000,33.025118992489986,0
Parel,18.99283,72.8311,18185000,57.192090004272536,2
Vashi,19.07828,73.00393,15608000,36.71273194704769,2
Malad East,19.18004,72.86687,6740000,37.128993233481566,0
Marine Drive,18.95647,72.82373,34459000,57.21201937052433,3
Airoli,19.1722,72.98999,6904000,34.24357353653353,2
Ulwe,18.97255,73.03658,4419000,32.559918933886,0
Virar,19.46509,72.78871,1648000,31.333228817785322,0
Vile Parle East,19.09838,72.84723,35663000,46.724766716772976,2
Ghansoli,19.13841,72.99875,8177000,30.985749584062916,2
Belapur,19.02577,73.04196,9665000,33.71212826740766,2
Borivali East,19.24498,72.84919,8109000,35.56846244562338,0
Prabhadevi,19.01148,72.83851,95661000,67.15327668888762,7
Worli,19.00316,72.78708,76552000,81.47920587669711,5
Ghansoli,19.11154,73.02141,4312000,33.392570734018506,0
Bandra East,19.06106,72.84886,33701000,55.80063165956432,0
Kanjurmarg,19.12236,72.93314,6185000,36.612547651353324,2
Sion,19.035,72.87613,19812000,35.7922956372836,4
Kopar Khairane,19.10317,73.02548,10597000,34.570657194587106,2
Ulwe,18.95444,73.0383,4033000,31.479490683574127,2
Kurla West,19.07816,72.87689,15068000,43.63595732483073,0
Prabhadevi,19.02409,72.82759,108953000,69.054140133869,7
Vashi,19.06507,72.97721,8423000,35.96484101059896,0
Kopar Khairane,19.10786,73.02399,4324000,34.19994498862491,0
Ghatkopar East,19.07904,72.91028,12886000,36.39712900001765,2
Andheri East,19.12555,72.85773,6594000,37.23468617572764,0
Powai,19.1188,72.8907,21815000,46.326296398481425,0
Taloja,19.07257,73.11048,4635000,31.121924649978634,2
Walkeshwar,18.95425,72.80153,23878000,56.49854937955669,3
Dahisar,19.24134,72.87739,3814000,32.33597204281863,0
Nala Sopara,19.41389,72.78735,2097000,29.31305311333273,0
Mulund East,19.16381,72.98049,15089000,33.33745534990787,2
Colaba,18.91114,72.80426,19885000,52.54559243837536,3
Andheri East,19.11909,72.85639,16146000,40.273001254739114,0
Bhayandar,19.289,72.84183,5236000,32.90192171401577,0
Badlapur,19.1618,73.21677,1790000,30.090866232047492,0
Byculla,18.9689,72.84402,16767000,43.564214771311946,0
Mira Road,19.29141,72.85107,5409000,32.4619399145508,0
Vasai,19.38681,72.8364,7266000,30.914728182806993,2
Virar,19.44224,72.79809,1623000,29.29658093851028,2
Badlapur,19.16616,73.21635,3894000,30.521746284864594,2
Vashi,19.08153,73.00382,43576000,36.60665103732138,4
Taloja,19.08479,73.11429,2057000,31.813807582872123,0
